ITEM_ID,GENRES,DESCRIPTION
62,Historic Sites|History Museums,"""The National Woman's Party at the Belmont-Paul Women's Equality National Monument is the only museum in the nation's Capitol that tells the inspiring and ongoing story of women's quest for equality. The Sewall House has stood strong on Capitol Hill for over two hundred years. Early occupants of the house participated in the formulation of Congress and witnessed the construction of the US Capitol and the Supreme Court. In 1929, the National Woman's Party (NWP) purchased the house, and it soon evolved into a center for feminist education and social change. For over sixty years, the trail-blazing NWP utilized the strategic location of the house to lobby for women's political, social, and economic equality.Today, the National Woman's Party tells the compelling story of a community of women who dedicated their lives to the fight for women's rights. The innovative tactics and strategies these women devised became the blueprint for women's progress throughout the twentieth century. The Museum exhibits highlight the tactics and strategies used during the 20th century women's rights movement. Artifacts from the NWP collection bring the story to life. Public Programs showcase the Museum's commitment to continuing conversations on women's progress while examining the ongoing national and international quest for women's equality.The site was dedicated as a National Monument for its significance to the history of the United States."""
63,Religious Sites|Churches & Cathedrals,
64,Religious Sites,
65,Historic Sites,"""Right across from the White House, this is one of the oldest surviving homes in Washington DC and was designed by Benjamin Henry Latrobe."""
66,Military Museums|Historic Sites|History Museums,"""Explore the unassuming boarding house rooms where Clara Barton lived and worked during the Civil War. These rooms were Barton's home base first as she braved the battlefield, then as she searched for 63,000 + missing soldiers."""
67,Religious Sites|Churches & Cathedrals,
68,Architectural Buildings|Government Buildings,
69,Neighbourhoods|Points of Interest & Landmarks,"""The U Street Corridor is home to some of DC's iconic foods. Ben's Chili Bowl, home of the half-smoke, is there plus an area referred to by some as \""Little Ethiopia\"" due to the large number of Ethiopian restaurants."""
70,Monuments & Statues,
71,Monuments & Statues,
72,Neighbourhoods,
73,Cemeteries,
74,Neighbourhoods,"""This small, historic area east of Downtown Washington was once home to thousands of Chinese immigrants. Today, fewer than 300 remain, with most residents living in the Wah Luck House designed by architect Alfred Liu, who added modern Chinese design motifs and red-paneled balconies. Walk down Chinatown’s historic alleys and admire the iconic Friendship Archway, a traditional Chinese gate constructed by the Washington D.C. government and its sister city Beijing, and dine at restaurants helmed by generations of Asian American families. As you stroll around, spot store signs—including those hanging outside international chains like Starbucks and Hooters—written in Chinese characters. – Tripadvisor"""
75,Monuments & Statues,
76,Points of Interest & Landmarks,
77,Monuments & Statues,
78,Points of Interest & Landmarks|Monuments & Statues,
79,Neighbourhoods|Points of Interest & Landmarks,
80,Points of Interest & Landmarks|Architectural Buildings,"""The office building where the Watergate scandal led to the downfall of President Nixon."""
81,Educational sites,
82,Arenas & Stadiums,
83,Educational sites,"""Dedicated in 1924, National Academy of Sciences Building is on the National Register of Historic Places. The Albert Einstein Memorial, unveiled in 1979 to commemorate the centennial of the great scientist's birth, is located on the Academy grounds. The building's exhibits are open the public from 9 am - 5pm Monday through Friday."""
84,Points of Interest & Landmarks,"""The Atlas Performing Arts Center is a non-profit performing arts venue in a historic theater. We’re the cultural anchor of the H Street, Northeast community in Washington, DC. The Atlas fosters and presents stellar art in film, dance, music, theater, vocal and choral work, spoken word, and beyond."""
85,Historic Sites|Architectural Buildings,"""An AAM-accredited historic house museum and the national headquarters of The National Society of The Colonial Dames of America, Dumbarton House is a Federal period estate and museum collection offering a unique view of what life was like for early Washingtonians."""
86,Educational sites,"""An interactive educational experience which includes a simulation of orbital flight and geography questions."""
87,Historic Sites,
88,Cemeteries,
89,Churches & Cathedrals,
90,Religious Sites,
91,Historic Sites|Points of Interest & Landmarks|Bridges,
92,Churches & Cathedrals,
93,Points of Interest & Landmarks,
94,Historic Sites|National Parks,"""Home of the founder and the first headquarters of the National Council of Negro Women."""
95,Churches & Cathedrals,
96,Churches & Cathedrals,
97,Cemeteries,
98,Monuments & Statues,
99,Historic Sites,"""The L. Ron Hubbard House Museum in Washington, DC is the original landmark location of the Founding Church in the world. Here, the prolific American writer, explorer, and founder of Scientology, L. Ron Hubbard, trained students,lectured, and worked from 1957 through 1960. It provides informative exhibits with photographs that give glimpses into Hubbard's early world travels."""
100,Universities & Schools,
101,Churches & Cathedrals,
102,Churches & Cathedrals,
103,Monuments & Statues,
104,Religious Sites,
105,Fountains,
106,Points of Interest & Landmarks|Monuments & Statues,
107,Historic Sites,
108,Monuments & Statues,
109,Fountains,
110,Monuments & Statues,
111,Architectural Buildings|Science Museums,"""The Arts + Industries Building is a Smithsonian hub for creative exchange between ideas and objects from our past and our future. FUTURES, a time-traveling museum experience, is your guide to a vast array of interactives, artworks, technologies, and ideas that are glimpses into humanity’s next chapter. Dream big, and imagine not just one future, but many possible futures on the horizon. FUTURES is open 10AM -5:30PM Thursdays through Sundays with extended hours Fridays and Saturdays until 7PM through July 6, 2022. Admission is free and no timed tickets are required."""
